1 1 1 1 0 0 0 0
1 2 3 29 0 0 0 0
1 3 1 2 0 0 0 0
1 4 3 28 1 0 0 0
1 5 1 4 0 0 0 0
1 6 1 -1 0 0 0 0
1 7 3 9 0 0 0 0
1 8 1 -1 0 0 0 0
1 9 1 1 1 0 0 0
1 10 1 -1 0 0 0 0
1 11 1 2 1 0 0 0
1 12 3 25 0 0 0 0
1 13 1 4 1 0 0 0
1 14 3 26 0 0 0 0
1 15 3 8 1 0 0 0
1 16 3 27 0 0 0 0
1 17 3 12 0 0 0 0
1 18 1 -1 0 0 0 0
1 19 3 13 0 0 0 0
1 20 1 -1 0 0 0 0
1 21 3 14 0 0 0 0
1 22 1 -1 0 0 0 0
1 23 3 15 0 0 0 0
1 24 1 -1 0 0 0 0
1 25 3 18 1 0 0 0
1 26 1 -1 0 0 0 0
1 27 3 19 0 0 0 0
1 28 1 -1 0 0 0 0
1 29 3 20 0 0 0 0
1 30 1 -1 0 0 0 0
1 31 3 21 0 0 0 0
1 32 1 -1 0 0 0 0
2 1 2 1 0 0 0 0
2 2 2 6 0 0 0 0
2 3 2 2 0 0 0 0
2 4 2 7 0 0 0 0
2 5 2 3 0 0 0 0
2 6 2 8 0 0 0 0
2 7 2 4 0 0 0 0
2 8 2 9 0 0 0 0
2 9 2 1 1 0 0 0
2 10 2 6 1 0 0 0
2 11 2 2 1 0 0 0
2 12 2 7 1 0 0 0
2 13 2 3 1 0 0 0
2 14 2 8 1 0 0 0
2 15 2 4 1 0 0 0
2 16 2 9 1 0 0 0
2 17 1 3 0 0 0 0
2 18 1 -1 0 0 0 0
2 19 1 -1 0 0 0 0
2 20 1 -1 0 0 0 0
2 21 1 -1 0 0 0 0
2 22 1 -1 0 0 0 0
2 23 1 -1 0 0 0 0
2 24 1 -1 0 0 0 0
2 25 1 3 1 0 0 0
2 26 1 -1 0 0 0 0
2 27 1 -1 0 0 0 0
2 28 1 -1 0 0 0 0
2 29 1 -1 0 0 0 0
2 30 1 -1 0 0 0 0
2 31 1 -1 0 0 0 0
2 32 1 -1 0 0 0 0
15 32 2 5 0 1 37 40
15 31 2 5 0 1 37 38
15 30 2 5 0 1 38 31
15 29 2 5 0 1 38 29
15 28 2 5 0 1 38 27
15 27 2 5 0 1 38 25
15 26 2 5 0 1 38 23
15 25 2 5 0 1 38 21
15 24 2 5 0 1 38 39
15 23 2 5 0 1 38 37
15 22 2 5 0 1 38 35
15 21 2 5 0 1 38 33
15 20 2 5 0 1 39 28
15 19 2 5 0 1 39 26
15 18 2 5 0 1 39 24
15 17 2 5 0 1 39 22
15 16 2 5 0 1 39 40
15 15 2 5 0 1 39 38
15 14 2 5 0 1 39 36
15 13 2 5 0 1 39 34
15 12 2 5 0 1 39 32
15 11 2 5 0 1 39 30
15 10 2 5 0 1 40 23
15 9 2 5 0 1 40 21
15 8 2 5 0 1 40 39
15 7 2 5 0 1 40 37
15 6 2 5 0 1 40 35
15 5 2 5 0 1 40 33
15 4 2 5 0 1 40 31
15 3 2 5 0 1 40 29
15 2 2 5 0 1 40 27
15 1 2 5 0 1 40 25
14 32 2 5 0 1 31 28
14 31 2 5 0 1 31 26
14 30 2 5 0 1 31 24
14 29 2 5 0 1 35 40
14 28 2 5 0 1 35 38
14 27 2 5 0 1 35 36
14 26 2 5 0 1 35 34
14 25 2 5 0 1 35 32
14 24 2 5 0 1 31 40
14 23 2 5 0 1 31 38
14 22 2 5 0 1 31 36
14 21 2 5 0 1 31 34
14 20 2 5 0 1 31 32
14 19 2 5 0 1 31 30
14 18 2 5 0 1 36 23
14 17 2 5 0 1 36 21
14 16 2 5 0 1 36 39
14 15 2 5 0 1 36 37
14 14 2 5 0 1 36 35
14 13 2 5 0 1 36 33
14 12 2 5 0 1 36 31
14 11 2 5 0 1 36 29
14 10 2 5 0 1 36 27
14 9 2 5 0 1 36 25
14 8 2 5 0 1 37 36
14 7 2 5 0 1 37 34
14 6 2 5 0 1 37 32
14 5 2 5 0 1 37 30
14 4 2 5 0 1 37 28
14 3 2 5 0 1 37 26
14 2 2 5 0 1 37 24
14 1 2 5 0 1 37 22
13 32 2 5 0 1 23 40
13 31 2 5 0 1 30 23
